"cargo_type,cargo_weight_tons,shipping_month,origin_port,destination_port,origin_efficiency_score,destination_efficiency_score,avg_dwell_time_origin,customs_clearance_score,congestion_index,weather_risk_score,handling_complexity_score,delay,cargo_type_encoded,origin_port_encoded,destination_port_encoded"
"Standard,7.17,3,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.3,0,4,0,1"
"Perishable,3.8,5,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.9,0,3,5,3"
"Fragile,2.58,6,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.8,1,1,3,5"
"Standard,11.28,10,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.3,0,4,5,1"
"Standard,3.21,5,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.3,0,4,5,1"
"Standard,4.44,12,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Machinery,8.24,6,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.5,0,2,5,3"
"Electronics,11.73,4,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.7,0,0,1,2"
"Fragile,14.2,11,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.8,0,1,5,0"
"Perishable,11.96,4,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.9,0,3,5,2"
"Machinery,3.73,6,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Standard,7.43,6,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.3,0,4,2,3"
"Machinery,12.5,9,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.5,0,2,5,2"
"Electronics,2.53,5,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.7,0,0,0,4"
"Fragile,9.32,2,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.8,1,1,3,1"
"Fragile,18.5,10,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.8,0,1,2,5"
"Perishable,3.16,1,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.9,0,3,5,2"
"Perishable,14.49,9,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.9,0,3,2,4"
"Electronics,0.94,10,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.7,0,0,1,4"
"Fragile,13.19,1,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.8,0,1,5,1"
"Machinery,0.68,9,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.5,0,2,5,1"
"Standard,12.28,3,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.3,0,4,0,2"
"Perishable,10.85,12,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.9,1,3,4,5"
"Perishable,19.71,10,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.9,0,3,5,0"
"Electronics,18.14,8,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.7,0,0,5,1"
"Standard,3.09,12,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.3,0,4,0,4"
"Fragile,19.07,10,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.8,1,1,4,3"
"Electronics,5.53,10,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.7,0,0,1,3"
"Machinery,1.32,4,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.5,0,2,2,1"
"Fragile,19.9,12,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.8,1,1,0,5"
"Machinery,14.51,7,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.5,0,2,0,2"
"Fragile,17.36,3,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.8,0,1,1,4"
"Electronics,9.01,7,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.7,0,0,5,2"
"Standard,4.21,5,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.3,0,4,0,3"
"Electronics,1.71,7,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.7,1,0,4,3"
"Electronics,10.16,6,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.7,0,0,5,1"
"Standard,1.82,11,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.3,0,4,0,1"
"Perishable,0.89,8,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.9,0,3,2,1"
"Standard,16.09,1,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.3,1,4,4,1"
"Perishable,0.79,10,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.9,1,3,0,3"
"Electronics,18.08,5,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.7,1,0,4,2"
"Standard,5.22,2,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.3,0,4,0,2"
"Electronics,19.21,1,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.7,0,0,1,4"
"Machinery,15.57,1,JNPT,Chennai,0.85,0.7,1.2,0.9,0.3,0.4,0.5,0,2,2,0"
"Fragile,0.73,12,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.8,1,1,0,2"
"Fragile,4.66,3,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.8,0,1,1,4"
"Machinery,15.92,1,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.5,1,2,4,0"
"Fragile,10.09,3,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.8,1,1,0,3"
"Standard,16.28,1,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Machinery,7.0,8,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.5,1,2,4,2"
"Electronics,19.65,3,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.7,0,0,1,4"
"Perishable,2.51,5,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.9,0,3,5,0"
"Perishable,17.32,1,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.9,1,3,0,4"
"Fragile,19.12,8,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.8,0,1,5,4"
"Machinery,9.71,6,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.5,0,2,0,4"
"Perishable,9.36,8,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.9,0,3,5,3"
"Machinery,3.91,1,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.5,0,2,0,4"
"Standard,7.16,7,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.3,1,4,3,4"
"Perishable,17.56,10,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.9,0,3,1,4"
"Perishable,17.78,4,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.9,1,3,3,5"
"Perishable,11.63,6,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.9,0,3,5,1"
"Fragile,3.32,3,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.8,1,1,4,2"
"Fragile,17.39,4,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.8,0,1,2,4"
"Machinery,3.25,11,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.5,0,2,1,5"
"Perishable,3.73,11,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.9,1,3,4,0"
"Standard,8.96,9,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.3,0,4,1,2"
"Fragile,4.07,4,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.8,0,1,1,3"
"Perishable,9.91,9,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.9,1,3,3,2"
"Machinery,11.43,5,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.5,1,2,3,4"
"Machinery,1.8,11,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.5,0,2,5,0"
"Fragile,10.11,12,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.8,0,1,1,3"
"Machinery,9.9,3,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.5,0,2,0,2"
"Standard,0.51,10,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.3,0,4,5,4"
"Fragile,11.96,2,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.8,1,1,3,0"
"Electronics,5.63,4,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.7,1,0,3,5"
"Electronics,13.33,4,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.7,0,0,5,2"
"Fragile,11.95,2,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.8,0,1,5,1"
"Electronics,12.21,6,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.7,0,0,0,5"
"Electronics,2.6,1,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.7,0,0,1,5"
"Standard,12.2,11,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.3,0,4,1,2"
"Machinery,16.7,8,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Fragile,6.43,2,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.8,0,1,5,2"
"Fragile,7.02,11,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.8,1,1,3,5"
"Fragile,11.53,2,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.8,1,1,3,4"
"Electronics,8.51,7,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.7,0,0,5,1"
"Standard,12.58,5,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.3,0,4,1,5"
"Perishable,16.17,4,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.9,1,3,0,2"
"Machinery,10.81,3,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.5,0,2,1,4"
"Fragile,11.56,11,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.8,0,1,2,1"
"Standard,17.02,6,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.3,0,4,0,2"
"Electronics,8.47,7,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.7,0,0,0,3"
"Electronics,1.54,11,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.7,0,0,2,3"
"Electronics,10.19,5,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.7,1,0,3,2"
"Standard,12.17,6,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.3,0,4,1,0"
"Perishable,10.24,12,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.9,1,3,4,2"
"Electronics,4.12,6,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.7,1,0,3,2"
"Perishable,7.23,7,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.9,1,3,3,0"
"Electronics,16.37,3,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.7,1,0,3,5"
"Perishable,8.02,10,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.9,0,3,1,4"
"Electronics,3.57,5,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.7,0,0,2,4"
"Electronics,11.79,1,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.7,0,0,2,3"
"Electronics,15.47,5,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.7,0,0,5,2"
"Fragile,11.62,3,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.8,1,1,0,2"
"Perishable,10.63,4,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.9,1,3,3,1"
"Fragile,19.32,11,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.8,0,1,1,4"
"Electronics,17.86,7,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.7,0,0,2,1"
"Fragile,8.3,1,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.8,1,1,0,1"
"Standard,6.82,2,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.3,1,4,4,1"
"Standard,10.2,7,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.3,0,4,1,0"
"Fragile,1.2,4,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.8,0,1,5,3"
"Standard,17.87,4,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.3,0,4,5,1"
"Fragile,9.31,8,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.8,1,1,4,5"
"Electronics,10.13,7,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.7,0,0,0,1"
"Machinery,9.85,3,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.5,0,2,0,3"
"Electronics,11.09,11,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.7,0,0,2,4"
"Fragile,11.37,5,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.8,1,1,0,3"
"Electronics,2.51,5,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.7,0,0,5,2"
"Fragile,1.25,4,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.8,1,1,4,1"
"Machinery,3.84,11,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.5,0,2,5,0"
"Electronics,16.81,7,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.7,0,0,1,4"
"Electronics,13.2,1,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.7,0,0,2,5"
"Standard,6.16,10,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.3,0,4,2,4"
"Machinery,19.61,6,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.5,0,2,5,0"
"Fragile,0.66,8,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.8,1,1,4,3"
"Machinery,14.47,2,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Fragile,4.9,3,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.8,1,1,3,2"
"Fragile,0.84,11,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.8,1,1,0,5"
"Perishable,12.05,8,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.9,1,3,4,3"
"Machinery,7.3,2,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.5,0,2,2,1"
"Machinery,8.6,5,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.5,0,2,2,3"
"Fragile,7.7,9,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.8,0,1,1,5"
"Machinery,12.0,3,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.5,0,2,0,2"
"Machinery,16.87,5,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.5,0,2,0,1"
"Perishable,9.29,12,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.9,0,3,1,3"
"Standard,18.74,6,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.3,0,4,5,4"
"Fragile,11.94,3,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.8,1,1,3,2"
"Machinery,16.85,11,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.5,1,2,4,3"
"Electronics,2.43,8,JNPT,Mundra,0.85,0.9,1.2,0.9,0.3,0.4,0.7,0,0,2,5"
"Perishable,9.48,1,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.9,0,3,5,1"
"Fragile,18.04,11,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.8,1,1,3,5"
"Machinery,12.66,3,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.5,1,2,4,3"
"Machinery,13.29,12,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.5,0,2,1,5"
"Perishable,15.69,10,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.9,1,3,0,5"
"Electronics,10.67,11,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.7,1,0,3,5"
"Machinery,4.54,7,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.5,0,2,5,1"
"Perishable,10.06,1,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.9,0,3,1,3"
"Fragile,9.96,6,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.8,1,1,4,5"
"Machinery,6.44,11,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.5,0,2,0,4"
"Electronics,4.05,12,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.7,1,0,3,4"
"Fragile,1.81,5,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.8,0,1,5,1"
"Standard,13.6,11,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.3,0,4,0,4"
"Perishable,7.95,5,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.9,1,3,0,1"
"Machinery,17.06,1,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Perishable,9.13,4,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.9,1,3,3,4"
"Machinery,2.0,11,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Machinery,2.77,8,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.5,0,2,5,2"
"Fragile,10.54,9,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.8,0,1,5,0"
"Machinery,11.8,1,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.5,0,2,5,0"
"Machinery,0.79,11,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.5,0,2,0,4"
"Fragile,1.68,5,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.8,0,1,2,4"
"Fragile,10.74,5,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.8,1,1,3,1"
"Standard,2.9,3,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.3,1,4,3,2"
"Standard,6.06,12,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.3,0,4,5,0"
"Electronics,8.95,1,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.7,0,0,5,4"
"Perishable,7.99,2,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.9,0,3,2,1"
"Fragile,3.35,11,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.8,1,1,0,2"
"Machinery,19.11,5,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.5,0,2,1,3"
"Fragile,14.22,12,Cochin,Mundra,0.75,0.9,1.8,0.75,0.4,0.6,0.8,0,1,1,5"
"Electronics,19.72,11,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.7,0,0,5,3"
"Electronics,12.35,8,Mundra,JNPT,0.9,0.85,1.0,0.95,0.2,0.3,0.7,0,0,5,2"
"Standard,0.82,11,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.3,0,4,1,0"
"Standard,11.11,9,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.3,0,4,1,3"
"Fragile,9.27,4,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.8,1,1,0,4"
"Perishable,7.54,2,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.9,1,3,4,5"
"Perishable,10.99,9,JNPT,Kolkata,0.85,0.6,1.2,0.9,0.3,0.4,0.9,0,3,2,3"
"Perishable,8.31,7,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.9,0,3,5,4"
"Electronics,7.5,9,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.7,0,0,0,5"
"Machinery,13.45,3,Mumbai,Mundra,0.65,0.9,2.5,0.6,0.6,0.5,0.5,1,2,4,5"
"Perishable,2.2,2,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.9,0,3,5,4"
"Perishable,17.03,12,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.9,0,3,1,0"
"Machinery,7.49,12,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.5,0,2,0,5"
"Standard,10.82,12,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.3,0,4,5,1"
"Machinery,1.04,12,Cochin,JNPT,0.75,0.85,1.8,0.75,0.4,0.6,0.5,0,2,1,2"
"Machinery,13.79,8,JNPT,Cochin,0.85,0.75,1.2,0.9,0.3,0.4,0.5,0,2,2,1"
"Fragile,11.33,11,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.8,1,1,3,0"
"Standard,16.43,9,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.3,1,4,4,0"
"Electronics,14.62,1,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.7,0,0,2,4"
"Fragile,3.0,11,Mumbai,Chennai,0.65,0.7,2.5,0.6,0.6,0.5,0.8,1,1,4,0"
"Perishable,11.2,2,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.9,1,3,0,3"
"Standard,19.83,9,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.3,0,4,5,4"
"Perishable,14.2,4,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.9,0,3,5,4"
"Machinery,8.63,11,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.5,1,2,3,0"
"Perishable,15.78,9,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.9,1,3,0,4"
"Fragile,14.2,2,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.8,0,1,5,0"
"Machinery,1.52,8,Mumbai,JNPT,0.65,0.85,2.5,0.6,0.6,0.5,0.5,1,2,4,2"
"Standard,6.8,9,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.3,0,4,5,1"
"Machinery,7.38,7,Chennai,Mumbai,0.7,0.65,2.1,0.7,0.5,0.6,0.5,0,2,0,4"
"Perishable,10.9,7,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.9,0,3,1,4"
"Fragile,11.32,1,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.8,1,1,3,0"
"Perishable,2.27,6,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.9,1,3,0,5"
"Machinery,18.82,7,Kolkata,Cochin,0.6,0.75,3.0,0.5,0.7,0.8,0.5,1,2,3,1"
"Electronics,15.22,5,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.7,1,0,4,3"
"Electronics,18.14,6,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.7,0,0,5,1"
"Standard,4.56,6,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.3,0,4,0,5"
"Electronics,15.23,3,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.7,0,0,1,3"
"Machinery,16.12,5,Cochin,Mumbai,0.75,0.65,1.8,0.75,0.4,0.6,0.5,0,2,1,4"
"Standard,13.87,8,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.3,1,4,3,2"
"Machinery,9.09,3,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.5,0,2,5,0"
"Perishable,5.76,3,Kolkata,JNPT,0.6,0.85,3.0,0.5,0.7,0.8,0.9,1,3,3,2"
"Standard,11.93,11,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.3,0,4,1,3"
"Fragile,0.74,8,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.8,1,1,3,0"
"Fragile,7.28,6,Kolkata,Mumbai,0.6,0.65,3.0,0.5,0.7,0.8,0.8,1,1,3,4"
"Standard,16.66,6,Mumbai,Kolkata,0.65,0.6,2.5,0.6,0.6,0.5,0.3,1,4,4,3"
"Standard,4.79,9,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.3,0,4,1,3"
"Perishable,18.53,8,Chennai,JNPT,0.7,0.85,2.1,0.7,0.5,0.6,0.9,1,3,0,2"
"Fragile,11.84,10,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.8,0,1,5,4"
"Electronics,8.11,1,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.7,0,0,5,0"
"Electronics,13.18,9,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.7,1,0,3,0"
"Machinery,12.64,5,Kolkata,Mundra,0.6,0.9,3.0,0.5,0.7,0.8,0.5,1,2,3,5"
"Standard,1.82,7,Kolkata,Chennai,0.6,0.7,3.0,0.5,0.7,0.8,0.3,1,4,3,0"
"Perishable,2.98,9,Mundra,Kolkata,0.9,0.6,1.0,0.95,0.2,0.3,0.9,0,3,5,3"
"Standard,5.73,7,Mundra,Chennai,0.9,0.7,1.0,0.95,0.2,0.3,0.3,0,4,5,0"
"Standard,19.06,10,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.3,0,4,0,3"
"Standard,13.63,10,Mumbai,Cochin,0.65,0.75,2.5,0.6,0.6,0.5,0.3,1,4,4,1"
"Perishable,4.52,1,Mundra,Cochin,0.9,0.75,1.0,0.95,0.2,0.3,0.9,0,3,5,1"
"Machinery,14.84,9,Mundra,Mumbai,0.9,0.65,1.0,0.95,0.2,0.3,0.5,0,2,5,4"
"Machinery,17.15,3,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.5,0,2,1,3"
"Fragile,3.98,8,Cochin,Chennai,0.75,0.7,1.8,0.75,0.4,0.6,0.8,0,1,1,0"
"Electronics,7.79,3,Chennai,Mundra,0.7,0.9,2.1,0.7,0.5,0.6,0.7,0,0,0,5"
"Perishable,7.92,5,Chennai,Cochin,0.7,0.75,2.1,0.7,0.5,0.6,0.9,1,3,0,1"
"Perishable,8.75,6,Cochin,Kolkata,0.75,0.6,1.8,0.75,0.4,0.6,0.9,0,3,1,3"
"Perishable,16.23,8,Chennai,Kolkata,0.7,0.6,2.1,0.7,0.5,0.6,0.9,1,3,0,3"
"Fragile,18.42,10,JNPT,Mumbai,0.85,0.65,1.2,0.9,0.3,0.4,0.8,0,1,2,4"
